text,label
Aliens warn that a popular soft drink is secretly poisoning millions. This changes everything we thought we knew.,FAKE
The illuminati show shocking footage that the mainstream media refuses to air. Share this before it gets deleted!!!,FAKE
A miracle fruit prove that the moon landing was completely fake. The mainstream media won't tell you this.,FAKE
"The company's board signed a trade agreement with neighboring countries, according to the official government website.",REAL
"The central government published a study on climate change trends in the region, according to the official government website.",REAL
"This one weird trick prove that 5G towers are spreading a dangerous new disease. Wake up, people, before it's too late!",FAKE
A viral WhatsApp message expose how a common vegetable can cure every disease known to man. The mainstream media won't tell you this.,FAKE
"The company's board held a press conference to discuss the upcoming budget, according to an official statement.",REAL
"The Election Commission opened a new research center focused on renewable energy, as reported by Reuters.",REAL
Big Pharma show that eating this fruit melts belly fat in 3 days. This is being hidden from the public!,FAKE
"The Prime Minister announced a new policy to improve infrastructure spending, as confirmed in a press release.",REAL
"The Finance Ministry released data showing improvement in literacy rates, as stated in the annual report.",REAL
"The central government released data showing improvement in literacy rates, as confirmed in a press release.",REAL
A secret society warn that your phone is secretly recording everything you say. Doctors hate this simple trick.,FAKE
"The central government began construction on a new hospital in the district, based on data from the Ministry of Statistics.",REAL
Scientists confirm that a miracle pill can make you lose 10kg in a week. You won't believe what happens next.,FAKE
"The United Nations reported a decline in unemployment figures for the last quarter, according to the official government website.",REAL
Government insiders confirm that drinking this juice cures cancer overnight. The mainstream media won't tell you this.,FAKE
Doctors confirm that a miracle pill can make you lose 10kg in a week. This is being hidden from the public!,FAKE
A miracle fruit show that a common household item is actually deadly radioactive. You won't believe what happens next.,FAKE
Local mom prove that the moon landing was completely fake. Doctors hate this simple trick.,FAKE
"Health officials released its quarterly report showing steady growth, based on data from the Ministry of Statistics.",REAL
The illuminati confirm that drinking this juice cures cancer overnight. Doctors hate this simple trick.,FAKE
Aliens claim a famous actor secretly controls the world's banks. Doctors hate this simple trick.,FAKE
"The company Tesla will hold a public consultation on the new education policy, according to officials who spoke on condition of anonymity.",REAL
"The Ministry of Health will hold a public consultation on the new education policy, based on data from the Ministry of Statistics.",REAL
The illuminati claim that the earth is actually flat and NASA is hiding it. Share this before it gets deleted!!!,FAKE
"Economists released data showing improvement in literacy rates, according to the official government website.",REAL
"The Supreme Court clarified that the reported rumors about the merger are false, according to officials who spoke on condition of anonymity.",REAL
"The United Nations announced a new policy to improve infrastructure spending, according to officials who spoke on condition of anonymity.",REAL
"The Ministry of Health released data showing improvement in literacy rates, as confirmed in a press release.",REAL
"The company's board will hold a public consultation on the new education policy, as stated in the annual report.",REAL
"The United Nations launched a new satellite to monitor weather patterns, based on data from the Ministry of Statistics.",REAL
"University researchers launched a new satellite to monitor weather patterns, based on data from the Ministry of Statistics.",REAL
Shocking new leaked video expose a secret plan to microchip every citizen by next year. This changes everything we thought we knew.,FAKE
Local mom expose how a common vegetable can cure every disease known to man. Forward to everyone you know right now!,FAKE
"Local authorities began construction on a new hospital in the district, according to officials who spoke on condition of anonymity.",REAL
"Scientists at IIT Bombay released its quarterly report showing steady growth, as confirmed in a press release.",REAL
"The Prime Minister clarified that the reported rumors about the merger are false, as confirmed in a press release.",REAL
This one weird trick show that eating this fruit melts belly fat in 3 days. You won't believe what happens next.,FAKE
"The Prime Minister will hold a public consultation on the new education policy, according to an official statement.",REAL
This shocking discovery expose a plot to replace world leaders with robotic doubles. Share this before it gets deleted!!!,FAKE
A secret government report expose a plot to replace world leaders with robotic doubles. The mainstream media won't tell you this.,FAKE
The illuminati prove aliens are hiding inside a mountain and the government knows. This will blow your mind.,FAKE
This one weird trick reveal a hidden message found in an old currency note. This is being hidden from the public!,FAKE
"The company's board confirmed that the new vaccine trial met safety standards, according to officials who spoke on condition of anonymity.",REAL
"The World Health Organization confirmed that the new vaccine trial met safety standards, as reported by Reuters.",REAL
"University researchers opened a new research center focused on renewable energy, according to officials who spoke on condition of anonymity.",REAL
This one weird trick confirm that time travel was achieved in a secret lab last year. This will blow your mind.,FAKE
"Government insiders show shocking footage that the mainstream media refuses to air. Wake up, people, before it's too late!",FAKE
Top secret documents reveal the truth they don't want you to know about vaccines. Share this before it gets deleted!!!,FAKE
"NASA announced scholarships for students from low income families, according to an official statement.",REAL
"The Election Commission confirmed a drop in inflation for the third straight month, based on figures published by the central bank.",REAL
Government insiders reveal a hidden message found in an old currency note. This will blow your mind.,FAKE
This one weird trick show that a common household item is actually deadly radioactive. Doctors hate this simple trick.,FAKE
A viral WhatsApp message show that eating this fruit melts belly fat in 3 days. This will blow your mind.,FAKE
The illuminati warn that your phone is secretly recording everything you say. Doctors hate this simple trick.,FAKE
Doctors prove aliens are hiding inside a mountain and the government knows. You won't believe what happens next.,FAKE
A banned ancient remedy prove aliens are hiding inside a mountain and the government knows. Forward to everyone you know right now!,FAKE
"The Prime Minister began construction on a new hospital in the district, as reported by Reuters.",REAL
The illuminati show that a common household item is actually deadly radioactive. This is being hidden from the public!,FAKE
Hidden cameras confirm that a miracle pill can make you lose 10kg in a week. They don't want you to see this video.,FAKE
A banned ancient remedy claim that the earth is actually flat and NASA is hiding it. You won't believe what happens next.,FAKE
This one weird trick warn that a popular soft drink is secretly poisoning millions. This changes everything we thought we knew.,FAKE
This shocking discovery claim that the earth is actually flat and NASA is hiding it. They don't want you to see this video.,FAKE
"City officials published a study on climate change trends in the region, according to officials who spoke on condition of anonymity.",REAL
"Economists confirmed a drop in inflation for the third straight month, based on figures published by the central bank.",REAL
"Economists conducted an audit of the state's healthcare spending, according to officials who spoke on condition of anonymity.",REAL
Shocking new leaked video prove aliens are hiding inside a mountain and the government knows. They don't want you to see this video.,FAKE
"Scientists at IIT Bombay issued guidelines for road safety during the festival season, as confirmed in a press release.",REAL
"The state government opened a new research center focused on renewable energy, as stated in the annual report.",REAL
"The Reserve Bank of India approved funding for a new public transportation project, based on figures published by the central bank.",REAL
Top secret documents prove that 5G towers are spreading a dangerous new disease. Share this before it gets deleted!!!,FAKE
"Scientists at IIT Bombay signed a trade agreement with neighboring countries, as reported by Reuters.",REAL
Big Pharma prove aliens are hiding inside a mountain and the government knows. The mainstream media won't tell you this.,FAKE
"City officials reported a decline in unemployment figures for the last quarter, based on data from the Ministry of Statistics.",REAL
A secret society prove that 5G towers are spreading a dangerous new disease. Share this before it gets deleted!!!,FAKE
A miracle fruit prove aliens are hiding inside a mountain and the government knows. Share this before it gets deleted!!!,FAKE
"NASA opened a new research center focused on renewable energy, according to an official statement.",REAL
Shocking new leaked video confirm that a miracle pill can make you lose 10kg in a week. This is being hidden from the public!,FAKE
This shocking discovery confirm that a miracle pill can make you lose 10kg in a week. This is being hidden from the public!,FAKE
"Economists held a press conference to discuss the upcoming budget, according to officials who spoke on condition of anonymity.",REAL
The illuminati claim a famous actor secretly controls the world's banks. Doctors hate this simple trick.,FAKE
"A secret government report claim a famous actor secretly controls the world's banks. Wake up, people, before it's too late!",FAKE
"Scientists at IIT Bombay signed a trade agreement with neighboring countries, according to the official government website.",REAL
Doctors reveal a hidden message found in an old currency note. Doctors hate this simple trick.,FAKE
Government insiders prove that the moon landing was completely fake. This changes everything we thought we knew.,FAKE
A secret government report claim a famous actor secretly controls the world's banks. Forward to everyone you know right now!,FAKE
A miracle fruit expose how a common vegetable can cure every disease known to man. This changes everything we thought we knew.,FAKE
Celebrities show that eating this fruit melts belly fat in 3 days. Forward to everyone you know right now!,FAKE
The illuminati reveal a hidden message found in an old currency note. This changes everything we thought we knew.,FAKE
"The company's board began construction on a new hospital in the district, according to the official government website.",REAL
"Researchers at Harvard University reported a decline in unemployment figures for the last quarter, according to officials who spoke on condition of anonymity.",REAL
"The Supreme Court confirmed the results of the recent state elections, according to the official government website.",REAL
A secret government report show that a common household item is actually deadly radioactive. This will blow your mind.,FAKE
"Scientists at IIT Bombay signed a trade agreement with neighboring countries, based on data from the Ministry of Statistics.",REAL
"NASA announced a new policy to improve infrastructure spending, based on data from the Ministry of Statistics.",REAL
"The state government confirmed a drop in inflation for the third straight month, according to an official statement.",REAL
"Local authorities confirmed a drop in inflation for the third straight month, according to the official government website.",REAL
A viral WhatsApp message show that eating this fruit melts belly fat in 3 days. Forward to everyone you know right now!,FAKE
"The state government confirmed the results of the recent state elections, as stated in the annual report.",REAL
This one weird trick reveal a hidden message found in an old currency note. This will blow your mind.,FAKE
"The United Nations held a press conference to discuss the upcoming budget, as confirmed in a press release.",REAL
"Economists announced scholarships for students from low income families, based on data from the Ministry of Statistics.",REAL
A secret government report confirm that time travel was achieved in a secret lab last year. This is being hidden from the public!,FAKE
"The Finance Ministry announced scholarships for students from low income families, as confirmed in a press release.",REAL
Doctors reveal a hidden message found in an old currency note. This will blow your mind.,FAKE
Top secret documents show that eating this fruit melts belly fat in 3 days. This changes everything we thought we knew.,FAKE
"NASA opened a new research center focused on renewable energy, according to the official government website.",REAL
"A secret government report reveal that a celebrity secretly died years ago and was replaced. Wake up, people, before it's too late!",FAKE
"The company Tesla conducted an audit of the state's healthcare spending, according to an official statement.",REAL
"The state government began construction on a new hospital in the district, as confirmed in a press release.",REAL
"Scientists reveal that schools are hiding a shocking secret from parents. Wake up, people, before it's too late!",FAKE
Local mom expose a plot to replace world leaders with robotic doubles. You won't believe what happens next.,FAKE
"The Ministry of Health published a study on climate change trends in the region, according to officials who spoke on condition of anonymity.",REAL
"Local authorities reported a decline in unemployment figures for the last quarter, as reported by Reuters.",REAL
Hidden cameras show that a common household item is actually deadly radioactive. This changes everything we thought we knew.,FAKE
"The Finance Ministry signed a trade agreement with neighboring countries, as reported by Reuters.",REAL
Local mom reveal that a celebrity secretly died years ago and was replaced. Forward to everyone you know right now!,FAKE
"The Election Commission confirmed a drop in inflation for the third straight month, as reported by Reuters.",REAL
"The Election Commission clarified that the reported rumors about the merger are false, based on figures published by the central bank.",REAL
"Health officials signed a trade agreement with neighboring countries, according to an official statement.",REAL
Scientists confirm that a miracle pill can make you lose 10kg in a week. Share this before it gets deleted!!!,FAKE
"Scientists claim that the earth is actually flat and NASA is hiding it. Wake up, people, before it's too late!",FAKE
A banned ancient remedy show that eating this fruit melts belly fat in 3 days. Doctors hate this simple trick.,FAKE
Doctors prove that the moon landing was completely fake. This will blow your mind.,FAKE
"NASA will hold a public consultation on the new education policy, based on data from the Ministry of Statistics.",REAL
Anonymous sources reveal a hidden message found in an old currency note. This will blow your mind.,FAKE
Aliens show that eating this fruit melts belly fat in 3 days. This will blow your mind.,FAKE
A secret society warn that a popular soft drink is secretly poisoning millions. They don't want you to see this video.,FAKE
"NASA inaugurated a new bridge connecting the two districts, according to the official government website.",REAL
"The World Health Organization inaugurated a new bridge connecting the two districts, as reported by Reuters.",REAL
"University researchers launched a new satellite to monitor weather patterns, according to an official statement.",REAL
"Hidden cameras claim a famous actor secretly controls the world's banks. Wake up, people, before it's too late!",FAKE
"The central government released data showing improvement in literacy rates, as reported by Reuters.",REAL
"The company Tesla will hold a public consultation on the new education policy, according to an official statement.",REAL
"Shocking new leaked video show that eating this fruit melts belly fat in 3 days. Wake up, people, before it's too late!",FAKE
"The Election Commission began construction on a new hospital in the district, based on data from the Ministry of Statistics.",REAL
"The Reserve Bank of India issued guidelines for road safety during the festival season, according to the official government website.",REAL
"The United Nations opened a new research center focused on renewable energy, according to the official government website.",REAL
"Scientists at IIT Bombay conducted an audit of the state's healthcare spending, as stated in the annual report.",REAL
A secret society confirm that drinking this juice cures cancer overnight. The mainstream media won't tell you this.,FAKE
A secret government report warn that a popular soft drink is secretly poisoning millions. This will blow your mind.,FAKE
"The Reserve Bank of India released data showing improvement in literacy rates, according to officials who spoke on condition of anonymity.",REAL
Top secret documents show that eating this fruit melts belly fat in 3 days. You won't believe what happens next.,FAKE
"Economists approved funding for a new public transportation project, according to an official statement.",REAL
Hidden cameras claim that the earth is actually flat and NASA is hiding it. They don't want you to see this video.,FAKE
"The company Tesla conducted an audit of the state's healthcare spending, as reported by Reuters.",REAL
Celebrities claim that the earth is actually flat and NASA is hiding it. This changes everything we thought we knew.,FAKE
"The Supreme Court began construction on a new hospital in the district, according to an official statement.",REAL
"A mysterious billionaire expose a secret plan to microchip every citizen by next year. Wake up, people, before it's too late!",FAKE
"NASA opened a new research center focused on renewable energy, as stated in the annual report.",REAL
"A secret society expose a secret plan to microchip every citizen by next year. Wake up, people, before it's too late!",FAKE
"The Reserve Bank of India confirmed that the new vaccine trial met safety standards, as confirmed in a press release.",REAL
"The state government confirmed the results of the recent state elections, as reported by Reuters.",REAL
"City officials will hold a public consultation on the new education policy, according to an official statement.",REAL
"City officials clarified that the reported rumors about the merger are false, as reported by Reuters.",REAL
This shocking discovery prove that the moon landing was completely fake. This is being hidden from the public!,FAKE
"A viral WhatsApp message expose a plot to replace world leaders with robotic doubles. Wake up, people, before it's too late!",FAKE
A secret society prove that 5G towers are spreading a dangerous new disease. Doctors hate this simple trick.,FAKE
Government insiders reveal that schools are hiding a shocking secret from parents. You won't believe what happens next.,FAKE
A secret government report confirm that a miracle pill can make you lose 10kg in a week. This will blow your mind.,FAKE
A miracle fruit reveal that a celebrity secretly died years ago and was replaced. They don't want you to see this video.,FAKE
A secret society reveal the truth they don't want you to know about vaccines. They don't want you to see this video.,FAKE
"The Prime Minister signed a trade agreement with neighboring countries, according to an official statement.",REAL
"The central government signed a trade agreement with neighboring countries, as stated in the annual report.",REAL
This one weird trick claim a famous actor secretly controls the world's banks. They don't want you to see this video.,FAKE
"The company's board will hold a public consultation on the new education policy, as confirmed in a press release.",REAL
"Economists issued guidelines for road safety during the festival season, based on figures published by the central bank.",REAL
A miracle fruit show shocking footage that the mainstream media refuses to air. You won't believe what happens next.,FAKE
Big Pharma reveal a hidden message found in an old currency note. This is being hidden from the public!,FAKE
"The Election Commission launched a new satellite to monitor weather patterns, based on figures published by the central bank.",REAL
"Economists opened a new research center focused on renewable energy, according to the official government website.",REAL
Top secret documents prove aliens are hiding inside a mountain and the government knows. Share this before it gets deleted!!!,FAKE
A mysterious billionaire warn that a popular soft drink is secretly poisoning millions. They don't want you to see this video.,FAKE
"Local mom confirm that drinking this juice cures cancer overnight. Wake up, people, before it's too late!",FAKE
This shocking discovery reveal that schools are hiding a shocking secret from parents. This will blow your mind.,FAKE
Big Pharma confirm that drinking this juice cures cancer overnight. Forward to everyone you know right now!,FAKE
A banned ancient remedy confirm that a miracle pill can make you lose 10kg in a week. This is being hidden from the public!,FAKE
"The Election Commission published a study on climate change trends in the region, according to officials who spoke on condition of anonymity.",REAL
The illuminati reveal that schools are hiding a shocking secret from parents. The mainstream media won't tell you this.,FAKE
Local mom expose a secret plan to microchip every citizen by next year. Share this before it gets deleted!!!,FAKE
"The Ministry of Health began construction on a new hospital in the district, based on data from the Ministry of Statistics.",REAL
"The Election Commission launched a new satellite to monitor weather patterns, as confirmed in a press release.",REAL
Top secret documents confirm that drinking this juice cures cancer overnight. You won't believe what happens next.,FAKE
A banned ancient remedy show that a common household item is actually deadly radioactive. This changes everything we thought we knew.,FAKE
"The United Nations clarified that the reported rumors about the merger are false, based on figures published by the central bank.",REAL
"The central government published a study on climate change trends in the region, based on data from the Ministry of Statistics.",REAL
"The Finance Ministry issued guidelines for road safety during the festival season, based on data from the Ministry of Statistics.",REAL
"Researchers at Harvard University released data showing improvement in literacy rates, based on figures published by the central bank.",REAL
"NASA began construction on a new hospital in the district, as reported by Reuters.",REAL
A banned ancient remedy confirm that time travel was achieved in a secret lab last year. Forward to everyone you know right now!,FAKE
"Economists confirmed that the new vaccine trial met safety standards, as stated in the annual report.",REAL
"Researchers at Harvard University began construction on a new hospital in the district, as stated in the annual report.",REAL
Scientists reveal that a celebrity secretly died years ago and was replaced. Forward to everyone you know right now!,FAKE
"NASA confirmed a drop in inflation for the third straight month, according to an official statement.",REAL
A viral WhatsApp message confirm that drinking this juice cures cancer overnight. This changes everything we thought we knew.,FAKE
"The Prime Minister confirmed that the new vaccine trial met safety standards, based on figures published by the central bank.",REAL
Top secret documents reveal that schools are hiding a shocking secret from parents. The mainstream media won't tell you this.,FAKE
A banned ancient remedy confirm that a miracle pill can make you lose 10kg in a week. Share this before it gets deleted!!!,FAKE
"The Ministry of Health inaugurated a new bridge connecting the two districts, based on figures published by the central bank.",REAL
"A secret society confirm that drinking this juice cures cancer overnight. Wake up, people, before it's too late!",FAKE
Shocking new leaked video prove that the moon landing was completely fake. Forward to everyone you know right now!,FAKE
A viral WhatsApp message expose how a common vegetable can cure every disease known to man. Forward to everyone you know right now!,FAKE
This shocking discovery prove that 5G towers are spreading a dangerous new disease. Forward to everyone you know right now!,FAKE
"NASA issued guidelines for road safety during the festival season, as confirmed in a press release.",REAL
This one weird trick prove aliens are hiding inside a mountain and the government knows. This changes everything we thought we knew.,FAKE
"Economists published a study on climate change trends in the region, based on figures published by the central bank.",REAL
This shocking discovery expose a secret plan to microchip every citizen by next year. This changes everything we thought we knew.,FAKE
A secret government report show shocking footage that the mainstream media refuses to air. You won't believe what happens next.,FAKE
A miracle fruit show shocking footage that the mainstream media refuses to air. This changes everything we thought we knew.,FAKE
Shocking new leaked video warn that a popular soft drink is secretly poisoning millions. They don't want you to see this video.,FAKE
"The World Health Organization conducted an audit of the state's healthcare spending, according to officials who spoke on condition of anonymity.",REAL
"Scientists at IIT Bombay released its quarterly report showing steady growth, as stated in the annual report.",REAL
"Scientists at IIT Bombay began construction on a new hospital in the district, as reported by Reuters.",REAL
The illuminati prove that 5G towers are spreading a dangerous new disease. They don't want you to see this video.,FAKE
Aliens expose a plot to replace world leaders with robotic doubles. The mainstream media won't tell you this.,FAKE
A secret society show that a common household item is actually deadly radioactive. They don't want you to see this video.,FAKE
"The World Health Organization signed a trade agreement with neighboring countries, based on data from the Ministry of Statistics.",REAL
Shocking new leaked video show that eating this fruit melts belly fat in 3 days. This is being hidden from the public!,FAKE
Shocking new leaked video prove that the moon landing was completely fake. The mainstream media won't tell you this.,FAKE
"The Election Commission released data showing improvement in literacy rates, according to an official statement.",REAL
A secret society prove that the moon landing was completely fake. The mainstream media won't tell you this.,FAKE
A viral WhatsApp message expose a plot to replace world leaders with robotic doubles. This is being hidden from the public!,FAKE
"Health officials released data showing improvement in literacy rates, based on figures published by the central bank.",REAL
A banned ancient remedy expose a plot to replace world leaders with robotic doubles. You won't believe what happens next.,FAKE
"The United Nations approved funding for a new public transportation project, according to officials who spoke on condition of anonymity.",REAL
"The United Nations released data showing improvement in literacy rates, according to officials who spoke on condition of anonymity.",REAL
"The company Tesla confirmed the results of the recent state elections, according to officials who spoke on condition of anonymity.",REAL
"Researchers at Harvard University released its quarterly report showing steady growth, according to an official statement.",REAL
"Economists published a study on climate change trends in the region, according to the official government website.",REAL
"University researchers held a press conference to discuss the upcoming budget, according to the official government website.",REAL
Shocking new leaked video expose how a common vegetable can cure every disease known to man. This will blow your mind.,FAKE
"The central government began construction on a new hospital in the district, based on figures published by the central bank.",REAL
"Economists released data showing improvement in literacy rates, as confirmed in a press release.",REAL
"Local authorities signed a trade agreement with neighboring countries, based on figures published by the central bank.",REAL
This shocking discovery reveal that schools are hiding a shocking secret from parents. This is being hidden from the public!,FAKE
"Economists inaugurated a new bridge connecting the two districts, as reported by Reuters.",REAL
A secret government report prove aliens are hiding inside a mountain and the government knows. Share this before it gets deleted!!!,FAKE
This one weird trick expose a secret plan to microchip every citizen by next year. Forward to everyone you know right now!,FAKE
"The United Nations launched a new satellite to monitor weather patterns, as reported by Reuters.",REAL
"The Reserve Bank of India inaugurated a new bridge connecting the two districts, as confirmed in a press release.",REAL
A miracle fruit expose a plot to replace world leaders with robotic doubles. The mainstream media won't tell you this.,FAKE
"Researchers at Harvard University confirmed that the new vaccine trial met safety standards, as confirmed in a press release.",REAL
"Local authorities launched a new satellite to monitor weather patterns, based on data from the Ministry of Statistics.",REAL
"City officials launched a new satellite to monitor weather patterns, according to officials who spoke on condition of anonymity.",REAL
"The United Nations conducted an audit of the state's healthcare spending, according to the official government website.",REAL
Celebrities expose a plot to replace world leaders with robotic doubles. This will blow your mind.,FAKE
The illuminati warn that a popular soft drink is secretly poisoning millions. You won't believe what happens next.,FAKE
"The state government confirmed a drop in inflation for the third straight month, according to the official government website.",REAL
Government insiders prove that 5G towers are spreading a dangerous new disease. Share this before it gets deleted!!!,FAKE
"Economists inaugurated a new bridge connecting the two districts, based on figures published by the central bank.",REAL
"The Election Commission launched a new satellite to monitor weather patterns, according to officials who spoke on condition of anonymity.",REAL
Anonymous sources show shocking footage that the mainstream media refuses to air. Share this before it gets deleted!!!,FAKE
"The company's board inaugurated a new bridge connecting the two districts, as reported by Reuters.",REAL
